作品类型,作品名,评论内容,主题列表,主题,情感代码,情感
书籍,一间只属于自己的房间,阅读伍尔夫的作品对我来说非常艰难。她的写作是肆意的、不规则的、不合常规的。但我的阅读习惯是逻辑性的，读下一句会思索与上一句关系，甚至希望每一句都能读懂记住的（当然这不现实），因此阅读她的作品让我非常疲惫。但好在这本不是小说是演讲，读小说是绕不开各类描写的，它们非常重要，但读这本可以拣核心，不必那么纠结细节。伍尔夫说简·奥斯汀她们应该在阿芙拉·贝恩的墓碑前献上花束，因为她是女性作家的先驱，她告诉后世所有女人女性有表达自己的自由甚至可以靠文字养活自己。那么我也想说今天所有萌发自我意识的女性也要向伍尔夫致意。有些问题是讨论不出什么结果的，尤其是性别议题，但我们不能因为得不出结论就放任不管，而是要无休止地表达。,"['性别平等与权利', '性别歧视与刻板印象', 'LGBTQ+', '性与性暴力']",性别平等与权利;性别歧视与刻板印象;LGBTQ+;性与性暴力,NE,烦闷
书籍,一间只属于自己的房间,伍尔夫作为一个拥有每年五百英镑遗产和自己房间的女性，在那样一个年代，勇敢的指出了性别不平等的种种现象，鼓励女性勇于漠视淹死人的口水，挑战自己的认知局限，去做真正的自己。有意思的是这篇写于100年前的文章拿到现在的东亚还是可以用的orz,"['性别平等与权利', '性与性暴力']",性别平等与权利;性与性暴力,PH,赞扬
书籍,一间只属于自己的房间,这才是真正的冷静、克制、诚恳、温柔——通篇紧扣“女性与女性写作”主题，排篇布局逻辑巧妙，摆事实提供充分论据，无时无刻不充满对女性社会处境的关怀，但绝不会自怨自艾，还能适时地“关照”一下那些极具男权优越感又气急败坏的老学究们……薄薄一本小书读来真是十足过瘾。然而在尾声部分呼吁女性意识觉醒的伍尔夫或许不曾料到，将近一个世纪后的女性及女性写作处境在某种意义上其实并没有改善多少。不过没关系，这并不妨碍这种如灯炬般的作品照亮“每个人的小小人生”，让人相信“我们的努力都是值得的”。ps.给这一版本的译者一朵小红花，译的特别好。,"['性别平等与权利', '女性觉醒与独立', '性与性暴力']",性别平等与权利;女性觉醒与独立;性与性暴力,PH,赞扬
书籍,一间只属于自己的房间,女性解放也不过就是百年来的事情，一个属于自己的房间，一年500英镑的收入，你才可能有自由,"['性别平等与权利', '性与性暴力']",性别平等与权利;性与性暴力,PA,喜好
书籍,性别打结,父权制是上层男性对下层男性，与男性群体对女性群体的统治。所有人都在被牺牲，但牺牲比例不一样。特权，并非个别男性的缺失，以及个别女性的拥有，就可以粉饰问题的存在。父权制在本质上是暴力支配秩序，二元论的将生物性的男性与女性，分别放置在主体/客体、阳刚/阴柔、独立/依赖、理性/情绪化、权威/附属、中心/边缘、支配/服从、剥削/被剥削、显性/隐形、正直/堕落、赞扬/贬抑、正常/不正常的位置上，围绕宗教、战争、政治、经济、文化、法律、工作等制定出抢椅子的游戏规则，使得身在其中的男女老少被压力与焦虑驱赶着，必须时刻竭尽全力才能确保自己在想要的位置。没有人是平等的、安全的、稳定的，总有无穷地竞争、输赢、牺牲。看不见即当作没有其他可能，更多样、开放、互利、兼容的社会制度与生活模式。,"['性别平等与权利', '性别暴力与家暴', '父权与男性凝视', '性与性暴力']",性别平等与权利;性别暴力与家暴;父权与男性凝视;性与性暴力,NN,贬责
书籍,性别打结,之前读过繁体本，没想到引进了。这本相比于其他父权制相关的理论著作特别的点在于，作者以他男性的性别身份更多拆解了父权制如何以“控制与支配”作为核心规则在男性群体内运行，男性个体如何参与到父权制的暴力之中，以及父权制如何塑造个体的“男性”性的探究，最后回归于男性如何处理父权制的有毒遗产，也就是原副标题“拆除父权违建”。男性与其试图看两本女权主义著作就开始反身说教，不如破除把自身性别作为一种标准尺度，重新自我审视合作的可能。,"['性别平等与权利', '女性觉醒与独立', '父权与男性凝视', '性别暴力与家暴', '性与性暴力']",性别平等与权利;女性觉醒与独立;父权与男性凝视;性别暴力与家暴;性与性暴力,PH,赞扬
书籍,性别打结,2024-24 阅读社科类的书籍总会有一个无法绕过的症结：如是写得太浅，会让一部分已有所知的读者一无所获；而写得太深，则会让一部分一无所知的读者一知半解。这本书属于平衡得很好的（也可能只是在我的认知范围内恰到好处，但这不影响我对它的评价）。可以毫不避讳地说，它解开了我在思考女性主义问题时的一些始终理不清头绪的结，也对不少我一直觉得微妙却不知如何反驳的谬论提出了清晰有力的反对意见。当然也因为带我走进了更深的思考，提出了另一些新的问题。作为女性，学习女性主义是认识自己的过程，自然也不可能一蹴而就；作为力图拆除父权制遗产中的一个微小的力量，也必然需要有摸着石头过河的胆量和决心。读这本书非常有收获，力荐所有人阅读。,"['性别平等与权利', '女性觉醒与独立', '父权与男性凝视', '性与性暴力']",性别平等与权利;女性觉醒与独立;父权与男性凝视;性与性暴力,PH,赞扬
书籍,性别打结,2024年如果只推荐一本女性主义书籍那我就推荐这本，全书值得划重点背诵。最难得的是，在讨论性别议题时终于把男性放在讨论中心了，而因为作者本身是男性，他把男性面对女性主义诘问时的各种隐秘心思分析得极为透彻。读完这本书，我们也能对我们社会中的许多怪相有更深入的理解。作者坚信以支配和控制为核心的任何体制都无法长久，那么父权制也是如此。或许在我们有生之年看不到，但他认为，“与其试图说服个人，我们能做的最重要的事情是促进整个文化的转变，使父权制的形式和价值观开始失去其‘显而易见’的合法性和常态，并促成新的形式出现，挑战前者在社会生活中的特权地位。”,"['性别平等与权利', '女性觉醒与独立', '父权与男性凝视', '性与性暴力']",性别平等与权利;女性觉醒与独立;父权与男性凝视;性与性暴力,PG,相信
书籍,性别打结,每次读这种女权主义著作，都是怒火滔滔。男作者写的，相对来说温和了很多，最该看的那一类性别永远不会读。指望男的反抗父权制是不可能的了，尤其在此地，既得利益者怎么可能放弃利益呢？只是表达自己正常情绪都能被污名化为“极端”的地方，看到书末附录的国外组建的女性权益网站团体书目像在看科幻片。,"['性别平等与权利', 'LGBTQ+', '女性觉醒与独立', '父权与男性凝视', '性与性暴力']",性别平等与权利;LGBTQ+;女性觉醒与独立;父权与男性凝视;性与性暴力,PD,尊敬
书籍,性别打结,11年前读过的台版，当时非常喜欢，每一句话都像是金句一般想安利给所有人。没想到11年后才出简版，这十年间内地的性别意识也在不断提升，性别相关的书出版了很多很多，现在回头看关于父权制、厌女、男性气质女性气质的理论感觉恍如隔世，像是回到了大学疯狂迷恋性别理论的时期。可能这本书对很多人来说已经太基础了，不过一切的起点不都是从基础理论来的么，多看看基础总是没错的。,"['性与性暴力', '性别歧视与刻板印象', '父权与男性凝视']",性与性暴力;性别歧视与刻板印象;父权与男性凝视,PB,喜爱
书籍,性别打结,"本书就内容而言，感觉主要让大家意识到三个方面：1）父权制的普遍存在；2）改变现状的必要性；3）改变体制，是要将屋子推倒，而不是踹门而入。至于造成父权制的原因，我并没有看到，起码讲的不够清晰。
就行文来讲，感觉逻辑不够清晰，很混乱且啰嗦","['性与性暴力', '父权与男性凝视']",性与性暴力;父权与男性凝视,NL,怀疑
书籍,性别打结,这是一部在英文世界早已被广泛阅读和谈论的性别社会学作品。作者艾伦·约翰逊是美国一位男性社会学者，他长期推崇将社会学视为“生命、实践和承诺”，对那些“自恃中立客观，却常常选择站在权力一侧”的沉疴抱持警惕，该书便是他的社会学关怀在性别领域的投射与实践。全书从男性视角深入了父权制的毛细血管，将自己作为方法剖析一个白人中产异性恋男性在日常生活中所能感知到的种种特权。很多性别研究都看到了父权制的内核，但它们仍旧在“为何不少男性逃避为此担责”方面解释力有限。这也是我们亟须解开的另一个更为缠绕的“结”——个人和集体在对待性别议题上表现出的麻木状态。在艾伦·约翰逊看来，男性承担责任最重要的阻碍在于他们不愿意让自己被内疚和羞愧淹没。即便这之中有人试图改变，也会被困在个人主义的世界模型中。,"['性与性暴力', '父权与男性凝视']",性与性暴力;父权与男性凝视,NN,贬责
