主体,关系,客体
房思琪的初恋乐园(书籍),引发情感,赞扬
才女之累(书籍),引发情感,喜爱
才女之累(书籍),引发情感,赞扬
拥抱十年后的自己(书籍),引发情感,怀疑
拥抱十年后的自己(书籍),引发情感,贬责
拥有快乐的秘密(书籍),引发情感,喜好
拥有快乐的秘密(书籍),引发情感,悲伤
拥有快乐的秘密(书籍),引发情感,贬责
拥有快乐的秘密(书籍),引发情感,赞扬
无尽与有限(书籍),引发情感,尊敬
无尽与有限(书籍),引发情感,悲伤
无尽与有限(书籍),引发情感,贬责
无尽与有限(书籍),引发情感,赞扬
无薪主妇(书籍),引发情感,喜好
无薪主妇(书籍),引发情感,怀疑
无薪主妇(书籍),引发情感,贬责
无薪主妇(书籍),引发情感,赞扬
明亮的夜晚(书籍),引发情感,喜好
明亮的夜晚(书籍),引发情感,喜爱
明亮的夜晚(书籍),引发情感,赞扬
是谁把世界糟蹋成这样(书籍),引发情感,喜爱
是谁把世界糟蹋成这样(书籍),引发情感,悲伤
是谁把世界糟蹋成这样(书籍),引发情感,烦闷
是谁把世界糟蹋成这样(书籍),引发情感,贬责
是谁把世界糟蹋成这样(书籍),引发情感,赞扬
暗处的女儿(书籍),引发情感,悲伤
暗处的女儿(书籍),引发情感,烦闷
暗处的女儿(书籍),引发情感,贬责
暮色将尽(书籍),引发情感,恐惧
暮色将尽(书籍),引发情感,烦闷
暮色将尽(书籍),引发情感,贬责
暮色将尽(书籍),引发情感,赞扬
更年期，不是忍忍就好(书籍),引发情感,怀疑
更年期，不是忍忍就好(书籍),引发情感,恐惧
更年期，不是忍忍就好(书籍),引发情感,烦闷
更年期，不是忍忍就好(书籍),引发情感,相信
更年期，不是忍忍就好(书籍),引发情感,贬责
更年期，不是忍忍就好(书籍),引发情感,赞扬
服美役(书籍),引发情感,尊敬
服美役(书籍),引发情感,贬责
服美役(书籍),引发情感,赞扬
未经删节(书籍),引发情感,贬责
未经删节(书籍),引发情感,赞扬
林门郑氏(书籍),引发情感,赞扬
此性非一(书籍),引发情感,相信
此性非一(书籍),引发情感,赞扬
武则天(书籍),引发情感,贬责
武则天(书籍),引发情感,赞扬
母女关系的精神分析(书籍),引发情感,喜好
母女关系的精神分析(书籍),引发情感,疚
母女关系的精神分析(书籍),引发情感,贬责
母女关系的精神分析(书籍),引发情感,赞扬
没有男人的女人们  没有女人的男人们(书籍),引发情感,尊敬
没有男人的女人们  没有女人的男人们(书籍),引发情感,贬责
没有男人的女人们  没有女人的男人们(书籍),引发情感,赞扬
油炸绿番茄(书籍),引发情感,赞扬
波伏瓦访谈录(书籍),引发情感,喜好
波伏瓦访谈录(书籍),引发情感,恐惧
波伏瓦访谈录(书籍),引发情感,相信
波伏瓦访谈录(书籍),引发情感,赞扬
浮出历史地表(书籍),引发情感,恐惧
浮出历史地表(书籍),引发情感,相信
浮出历史地表(书籍),引发情感,赞扬
海蒂性学报告：女人篇(书籍),引发情感,贬责
海蒂性学报告：女人篇(书籍),引发情感,赞扬
海蒂性学报告：男人篇(书籍),引发情感,喜好
海蒂性学报告：男人篇(书籍),引发情感,怀疑
海蒂性学报告：男人篇(书籍),引发情感,赞扬
消失的父亲(书籍),引发情感,尊敬
消失的父亲(书籍),引发情感,恐惧
消失的父亲(书籍),引发情感,悲伤
消失的父亲(书籍),引发情感,贬责
消失的父亲(书籍),引发情感,赞扬
清代男风问题研究（1800-1898）(书籍),引发情感,贬责
游牧主体(书籍),引发情感,喜爱
游牧主体(书籍),引发情感,尊敬
游牧主体(书籍),引发情感,贬责
游牧主体(书籍),引发情感,赞扬
漫长的余生(书籍),引发情感,贬责
激情的政治(书籍),引发情感,尊敬
激情的政治(书籍),引发情感,恐惧
激情的政治(书籍),引发情感,悲伤
激情的政治(书籍),引发情感,相信
激情的政治(书籍),引发情感,贬责
激情的政治(书籍),引发情感,赞扬
灿烂千阳(书籍),引发情感,喜爱
焚舟纪(书籍),引发情感,赞扬
爱丽尔(书籍),引发情感,悲伤
爱的终结(书籍),引发情感,喜好
爱的终结(书籍),引发情感,安心
爱的终结(书籍),引发情感,怀疑
爱的终结(书籍),引发情感,烦闷
爱的终结(书籍),引发情感,贬责
爱的终结(书籍),引发情感,赞扬
爱说教的男人(书籍),引发情感,尊敬
爱说教的男人(书籍),引发情感,烦闷
爱说教的男人(书籍),引发情感,贬责
爱说教的男人(书籍),引发情感,赞扬
父性(书籍),引发情感,赞扬
父权(书籍),引发情感,喜爱
父权(书籍),引发情感,安心
父权(书籍),引发情感,尊敬
父权(书籍),引发情感,恐惧
父权(书籍),引发情感,相信
父权(书籍),引发情感,贬责
父权(书籍),引发情感,赞扬
父权制与资本主义(书籍),引发情感,悲伤
父权制与资本主义(书籍),引发情感,贬责
父权制与资本主义(书籍),引发情感,赞扬
父权制与资本积累(书籍),引发情感,喜好
父权制与资本积累(书籍),引发情感,喜爱
父权制与资本积累(书籍),引发情感,贬责
父权制与资本积累(书籍),引发情感,赞扬
父权制应激障碍(书籍),引发情感,喜爱
父权制应激障碍(书籍),引发情感,恐惧
父权制应激障碍(书籍),引发情感,悲伤
父权制应激障碍(书籍),引发情感,烦闷
父权制应激障碍(书籍),引发情感,贬责
父权制应激障碍(书籍),引发情感,赞扬
特洛伊的海伦(书籍),引发情感,悲伤
特洛伊的海伦(书籍),引发情感,赞扬
独立与归属(书籍),引发情感,贬责
独立与归属(书籍),引发情感,赞扬
献灯使(书籍),引发情感,赞扬
献给爱与子宫的花束(书籍),引发情感,悲伤
献给爱与子宫的花束(书籍),引发情感,贬责
献给爱与子宫的花束(书籍),引发情感,赞扬
玩偶之家(书籍),引发情感,贬责
玩偶之家(书籍),引发情感,赞扬
现代世界女性史(书籍),引发情感,赞扬
现代性的性别(书籍),引发情感,安心
现代性的性别(书籍),引发情感,愤怒
现代性的性别(书籍),引发情感,赞扬
生活的代价(书籍),引发情感,恐惧
生活的代价(书籍),引发情感,悲伤
生活的代价(书籍),引发情感,愤怒
生活的代价(书籍),引发情感,贬责
生活的代价(书籍),引发情感,赞扬
田岛老师救了我！(书籍),引发情感,中性
田岛老师救了我！(书籍),引发情感,喜好
田岛老师救了我！(书籍),引发情感,尊敬
田岛老师救了我！(书籍),引发情感,怀疑
田岛老师救了我！(书籍),引发情感,贬责
田岛老师救了我！(书籍),引发情感,赞扬
男人之间(书籍),引发情感,安心
男人之间(书籍),引发情感,悲伤
男人之间(书籍),引发情感,贬责
男人之间(书籍),引发情感,赞扬
男公關：男性氣質研究(书籍),引发情感,赞扬
男性困境(书籍),引发情感,喜好
男性困境(书籍),引发情感,悲伤
男性困境(书籍),引发情感,相信
男性困境(书籍),引发情感,贬责
男性困境(书籍),引发情感,赞扬
男性的衰落(书籍),引发情感,贬责
男性的衰落(书籍),引发情感,赞扬
男性统治(书籍),引发情感,尊敬
男性统治(书籍),引发情感,贬责
男性统治(书籍),引发情感,赞扬
男装革命(书籍),引发情感,赞扬
白日尽头(书籍),引发情感,赞扬
相助(书籍),引发情感,喜爱
相助(书籍),引发情感,悲伤
相助(书籍),引发情感,贬责
相助(书籍),引发情感,赞扬
看不见的女人(书籍),引发情感,喜爱
看不见的女人(书籍),引发情感,烦闷
看不见的女人(书籍),引发情感,相信
看不见的女人(书籍),引发情感,赞扬
看不见的女性(书籍),引发情感,惊讶
看不见的女性(书籍),引发情感,烦闷
看不见的女性(书籍),引发情感,贬责
看不见的女性(书籍),引发情感,赞扬
看不见的性别(书籍),引发情感,尊敬
看不见的性别(书籍),引发情感,赞扬
知晓我姓名(书籍),引发情感,悲伤
知晓我姓名(书籍),引发情感,贬责
知晓我姓名(书籍),引发情感,赞扬
神圣的欢爱(书籍),引发情感,喜好
神圣的欢爱(书籍),引发情感,尊敬
神圣的欢爱(书籍),引发情感,慌
神圣的欢爱(书籍),引发情感,赞扬
神奇女侠秘史(书籍),引发情感,惊讶
神奇女侠秘史(书籍),引发情感,烦闷
神奇女侠秘史(书籍),引发情感,贬责
神奇女侠秘史(书籍),引发情感,赞扬
离开的，留下的(书籍),引发情感,怀疑
离开的，留下的(书籍),引发情感,悲伤
离开的，留下的(书籍),引发情感,烦闷
离开的，留下的(书籍),引发情感,相信
离开的，留下的(书籍),引发情感,赞扬
第二性(书籍),引发情感,喜好
第二性(书籍),引发情感,烦闷
第二性(书籍),引发情感,贬责
第二性(书籍),引发情感,赞扬
第二性Ⅰ(书籍),引发情感,尊敬
第二性Ⅰ(书籍),引发情感,赞扬
第二輪班(书籍),引发情感,尊敬
第二輪班(书籍),引发情感,思
第二輪班(书籍),引发情感,惊讶
第二輪班(书籍),引发情感,相信
第二輪班(书籍),引发情感,贬责
第二輪班(书籍),引发情感,赞扬
简爱(书籍),引发情感,相信
简爱(书籍),引发情感,贬责
简爱(书籍),引发情感,赞扬
米德尔马契(书籍),引发情感,喜好
米德尔马契(书籍),引发情感,喜爱
米德尔马契(书籍),引发情感,贬责
米德尔马契(书籍),引发情感,赞扬
素食者(书籍),引发情感,安心
素食者(书籍),引发情感,相信
素食者(书籍),引发情感,贬责
素食者(书籍),引发情感,赞扬
紫颜色(书籍),引发情感,喜爱
紫颜色(书籍),引发情感,悲伤
紫颜色(书籍),引发情感,贬责
紫颜色(书籍),引发情感,赞扬
纏足幽靈(书籍),引发情感,赞扬
绝叫(书籍),引发情感,贬责
缠足(书籍),引发情感,中性
缠足(书籍),引发情感,怀疑
缠足(书籍),引发情感,悲伤
缠足(书籍),引发情感,相信
缠足(书籍),引发情感,贬责
缠足(书籍),引发情感,赞扬
美丽的标价(书籍),引发情感,赞扬
脂粉帝国(书籍),引发情感,烦闷
脂粉帝国(书籍),引发情感,贬责
脂粉帝国(书籍),引发情感,赞扬
自己的房子(书籍),引发情感,喜好
自己的房子(书籍),引发情感,喜爱
自己的房子(书籍),引发情感,赞扬
自行车改变的世界(书籍),引发情感,喜爱
自行车改变的世界(书籍),引发情感,贬责
自行车改变的世界(书籍),引发情感,赞扬
芭芭雅嘎下了个蛋(书籍),引发情感,贬责
芭芭雅嘎下了个蛋(书籍),引发情感,赞扬
莉莉亚娜不可战胜的夏天(书籍),引发情感,悲伤
莉莉亚娜不可战胜的夏天(书籍),引发情感,相信
莉莉亚娜不可战胜的夏天(书籍),引发情感,贬责
莉莉亚娜不可战胜的夏天(书籍),引发情感,赞扬
萨德式女人(书籍),引发情感,悲伤
萨德式女人(书籍),引发情感,贬责
萨德式女人(书籍),引发情感,赞扬
被創造的疾病(书籍),引发情感,贬责
被創造的疾病(书籍),引发情感,赞扬
言词而已(书籍),引发情感,尊敬
言词而已(书籍),引发情感,悲伤
言词而已(书籍),引发情感,贬责
言词而已(书籍),引发情感,赞扬
记忆的性别(书籍),引发情感,悲伤
记忆的性别(书籍),引发情感,贬责
证言(书籍),引发情感,悲伤
证言(书籍),引发情感,相信
证言(书籍),引发情感,赞扬
语言恶女(书籍),引发情感,相信
语言恶女(书籍),引发情感,贬责
语言恶女(书籍),引发情感,赞扬
谁在害怕性别(书籍),引发情感,怀疑
谁在害怕性别(书籍),引发情感,贬责
跑外卖(书籍),引发情感,赞扬
身为女性的选择(书籍),引发情感,喜爱
身为女性的选择(书籍),引发情感,恐惧
身为女性的选择(书籍),引发情感,赞扬
身体·性·性感(书籍),引发情感,喜爱
身体由我(书籍),引发情感,怀疑
身体由我(书籍),引发情感,悲伤
身体由我(书籍),引发情感,烦闷
身体由我(书籍),引发情感,贬责
身体由我(书籍),引发情感,赞扬
身体，再来(书籍),引发情感,喜爱
身体，再来(书籍),引发情感,赞扬
达洛维夫人(书籍),引发情感,安心
达洛维夫人(书籍),引发情感,赞扬
过一种女性主义的生活(书籍),引发情感,喜好
过一种女性主义的生活(书籍),引发情感,喜爱
过一种女性主义的生活(书籍),引发情感,相信
过一种女性主义的生活(书籍),引发情感,贬责
过一种女性主义的生活(书籍),引发情感,赞扬
运动场内外(书籍),引发情感,赞扬
这是可以说的吗(书籍),引发情感,恐惧
这是可以说的吗(书籍),引发情感,悲伤
这是可以说的吗(书籍),引发情感,相信
这是可以说的吗(书籍),引发情感,贬责
这是可以说的吗(书籍),引发情感,赞扬
透过性别看世界(书籍),引发情感,怀疑
透过性别看世界(书籍),引发情感,惊讶
透过性别看世界(书籍),引发情感,相信
透过性别看世界(书籍),引发情感,赞扬
道德浪女(书籍),引发情感,相信
道德浪女(书籍),引发情感,贬责
道德浪女(书籍),引发情感,赞扬
酷儿理论与批评实践(书籍),引发情感,喜好
酷儿理论与批评实践(书籍),引发情感,贬责
酷儿理论与批评实践(书籍),引发情感,赞扬
酷兒新聲(书籍),引发情感,喜好
酷兒新聲(书籍),引发情感,尊敬
酷兒新聲(书籍),引发情感,贬责
酷兒新聲(书籍),引发情感,赞扬
醒来的女性(书籍),引发情感,悲伤
醒来的女性(书籍),引发情感,贬责
醒来的女性(书籍),引发情感,赞扬
金斯伯格访谈录(书籍),引发情感,尊敬
金斯伯格访谈录(书籍),引发情感,赞扬
钟形罩(书籍),引发情感,贬责
钟形罩(书籍),引发情感,赞扬
閨蜜(书籍),引发情感,喜爱
閨蜜(书籍),引发情感,赞扬
闺蜜(书籍),引发情感,喜爱
闺蜜(书籍),引发情感,赞扬
阁楼上的疯女人(书籍),引发情感,烦闷
阁楼上的疯女人(书籍),引发情感,贬责
阁楼上的疯女人(书籍),引发情感,赞扬
阅读浪漫小说(书籍),引发情感,安心
阅读浪漫小说(书籍),引发情感,贬责
